id,nombre_materia,Aprobados,Reprobados,Abandonos,Prob_Aprobados,Prob_Reprobados,Prob_Abandonos
6111,Introducción a la Programación I,1392,1671,811,0.3593185338151781,0.43133711925658236,0.20934434692823956
6121,Ciencias de la Computación I,1190,847,602,0.4509283819628647,0.3209549071618037,0.22811671087533156
6122,Introducción a la Programación II,1067,428,462,0.5452222789984671,0.21870209504343383,0.23607562595809914
6125,Matemática Discreta,1141,249,525,0.595822454308094,0.1300261096605744,0.2741514360313316
6113,Algebra I,1479,800,736,0.490547263681592,0.26533996683250416,0.24411276948590382
6212,Análisis y Diseño de Algoritmos I,827,417,173,0.5836273817925194,0.29428369795342274,0.12208892025405788
